Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision,Application_Date,Offer_Date,Join_Date,Days_to_Offer,Days_to_Join,Funnel_Stage_Drop,Month
28,0,3,12,3,21.34,59,2,94,1,0,2024-04-27,2024-05-19,,22,,Dropped at Offer,May-2024
34,0,3,3,1,9.29,19,62,14,3,0,2024-03-24,2024-04-22,,29,,Dropped at Screening,Apr-2024
43,0,2,9,1,10.19,49,34,70,3,1,2024-06-15,2024-07-17,2024-07-24,32,7.0,Joined,Jul-2024
23,1,1,15,3,1.52,2,51,35,3,0,2024-05-12,2024-06-23,,42,,Dropped at Screening,Jun-2024
31,1,1,0,4,5.48,42,86,13,1,0,2024-05-22,2024-06-18,,27,,Dropped at Interview,Jun-2024
25,0,3,8,5,28.29,56,27,77,1,1,2024-03-30,2024-04-30,2024-05-13,31,13.0,Joined,Apr-2024
43,0,3,3,4,44.7,49,93,2,3,1,2024-06-16,2024-07-28,2024-08-18,42,21.0,Joined,Jul-2024
30,1,2,6,2,15.07,67,17,66,1,0,2024-04-30,2024-05-29,,29,,Dropped at Offer,May-2024
32,0,3,11,5,17.06,80,35,85,2,1,2024-04-15,2024-04-25,2024-05-12,10,17.0,Joined,Apr-2024
53,1,2,13,4,6.66,49,32,18,3,1,2024-03-09,2024-04-15,2024-04-27,37,12.0,Joined,Apr-2024
44,1,3,2,3,20.04,36,63,98,3,1,2024-04-04,2024-05-14,2024-06-11,40,28.0,Joined,May-2024
26,0,3,9,2,2.82,45,25,75,2,0,2024-03-17,2024-04-10,,24,,Dropped at Interview,Apr-2024
23,0,3,11,2,45.96,41,47,53,2,0,2024-06-19,2024-07-04,,15,,Dropped at Interview,Jul-2024
27,0,1,2,2,33.98,14,39,68,1,0,2024-01-01,2024-01-28,,27,,Dropped at Screening,Jan-2024
39,0,1,13,5,49.55,32,16,9,2,1,2024-05-29,2024-06-13,2024-06-26,15,13.0,Joined,Jun-2024
48,1,1,7,1,44.26,79,39,32,3,0,2024-03-02,2024-04-03,,32,,Dropped at Offer,Apr-2024
29,1,3,7,5,24.18,10,6,12,1,0,2024-06-02,2024-07-04,,32,,Dropped at Screening,Jul-2024
53,1,2,10,4,26.46,19,56,98,2,1,2024-01-18,2024-02-07,2024-02-20,20,13.0,Joined,Feb-2024
45,0,2,11,1,10.34,23,7,50,1,1,2024-02-17,2024-03-14,2024-03-21,26,7.0,Joined,Mar-2024
22,1,2,0,4,23.64,63,55,31,1,0,2024-05-16,2024-06-15,,30,,Dropped at Offer,Jun-2024
25,0,2,9,1,45.25,79,30,74,1,1,2024-01-01,2024-02-04,2024-02-20,34,16.0,Joined,Feb-2024
24,0,1,1,5,3.49,93,58,23,1,0,2024-05-16,2024-06-15,,30,,Dropped at Offer,Jun-2024
24,0,1,15,2,43.31,97,57,34,2,0,2024-05-30,2024-06-10,,11,,Dropped at Offer,Jun-2024
42,0,3,7,3,17.71,64,11,82,3,0,2024-04-16,2024-05-27,,41,,Dropped at Offer,May-2024
28,0,3,0,2,45.08,87,47,69,3,1,2024-06-21,2024-07-23,2024-08-19,32,27.0,Joined,Jul-2024
54,0,2,14,5,47.1,87,30,39,2,1,2024-05-09,2024-05-26,2024-06-16,17,21.0,Joined,May-2024
39,1,1,11,1,33.87,72,82,53,3,0,2024-05-21,2024-06-29,,39,,Dropped at Offer,Jun-2024
54,0,2,7,2,33.56,85,62,43,1,0,2024-02-07,2024-03-11,,33,,Dropped at Offer,Mar-2024
37,1,3,7,5,23.18,75,73,61,1,0,2024-02-09,2024-03-09,,29,,Dropped at Offer,Mar-2024
36,1,3,15,4,41.94,16,38,98,1,0,2024-03-22,2024-04-20,,29,,Dropped at Screening,Apr-2024
43,0,2,1,3,48.12,88,75,67,2,1,2024-01-16,2024-02-05,2024-02-19,20,14.0,Joined,Feb-2024
22,0,3,3,2,38.98,91,19,32,1,0,2024-05-06,2024-06-05,,30,,Dropped at Offer,Jun-2024
51,0,2,5,1,31.47,60,100,76,1,0,2024-04-26,2024-05-27,,31,,Dropped at Offer,May-2024
54,1,1,11,4,30.73,14,47,55,2,1,2024-04-02,2024-04-15,2024-05-15,13,30.0,Joined,Apr-2024
32,0,2,10,5,42.62,93,70,35,1,0,2024-05-13,2024-06-11,,29,,Dropped at Offer,Jun-2024
44,1,1,8,3,27.52,50,53,53,1,0,2024-01-03,2024-01-29,,26,,Dropped at Interview,Jan-2024
28,0,1,14,1,40.39,26,77,18,3,0,2024-01-14,2024-02-26,,43,,Dropped at Screening,Feb-2024
23,0,3,15,5,25.94,85,74,42,2,0,2024-03-06,2024-03-26,,20,,Dropped at Offer,Mar-2024
33,1,3,7,5,4.06,73,70,11,1,0,2024-04-04,2024-04-28,,24,,Dropped at Offer,Apr-2024
53,1,3,11,2,19.81,60,28,10,1,1,2024-03-26,2024-04-22,2024-05-17,27,25.0,Joined,Apr-2024
30,0,2,14,2,22.78,57,73,69,1,1,2024-04-23,2024-05-17,2024-05-26,24,9.0,Joined,May-2024
22,1,2,7,1,7.94,30,92,11,1,1,2024-06-07,2024-07-10,2024-08-08,33,29.0,Joined,Jul-2024
47,1,3,6,5,6.02,90,72,90,3,1,2024-06-09,2024-07-16,2024-08-06,37,21.0,Joined,Jul-2024
48,1,2,13,2,27.24,11,99,40,3,0,2024-05-08,2024-06-03,,26,,Dropped at Screening,Jun-2024
28,1,3,12,3,5.17,45,47,24,3,1,2024-06-20,2024-07-28,2024-08-07,38,10.0,Joined,Jul-2024
22,1,2,8,3,15.84,30,73,2,3,1,2024-01-15,2024-02-28,2024-03-11,44,12.0,Joined,Feb-2024
44,0,1,14,5,37.49,31,82,2,2,1,2024-02-06,2024-02-24,2024-03-11,18,16.0,Joined,Feb-2024
53,0,1,1,2,48.26,31,55,83,1,1,2024-06-03,2024-06-23,2024-07-17,20,24.0,Joined,Jun-2024
31,1,3,2,1,36.18,98,94,27,3,1,2024-06-24,2024-08-01,2024-08-23,38,22.0,Joined,Aug-2024
28,0,2,9,1,49.64,52,16,22,1,1,2024-01-27,2024-02-27,2024-03-22,31,24.0,Joined,Feb-2024
34,0,2,7,1,35.22,60,8,47,2,1,2024-01-12,2024-02-02,2024-02-14,21,12.0,Joined,Feb-2024
44,1,1,13,3,15.4,45,96,66,1,1,2024-03-07,2024-04-09,2024-05-04,33,25.0,Joined,Apr-2024
24,0,1,5,2,33.93,84,33,41,1,0,2024-01-30,2024-02-28,,29,,Dropped at Offer,Feb-2024
30,1,3,9,2,35.41,73,44,87,3,1,2024-04-05,2024-05-13,2024-06-05,38,23.0,Joined,May-2024
53,1,1,8,3,19.21,79,87,39,3,0,2024-05-14,2024-06-09,,26,,Dropped at Offer,Jun-2024
43,0,3,9,1,1.87,6,8,5,2,1,2024-02-03,2024-02-13,2024-03-08,10,24.0,Joined,Feb-2024
34,1,1,3,1,35.46,3,6,19,1,1,2024-02-01,2024-03-05,2024-03-24,33,19.0,Joined,Mar-2024
27,1,1,15,5,2.06,90,15,10,3,1,2024-04-26,2024-05-24,2024-06-06,28,13.0,Joined,May-2024
24,1,2,7,4,31.93,51,18,95,3,0,2024-02-08,2024-03-16,,37,,Dropped at Interview,Mar-2024
45,1,1,9,2,9.02,88,5,26,3,0,2024-04-05,2024-05-17,,42,,Dropped at Offer,May-2024
37,1,1,2,2,28.71,30,10,20,2,1,2024-06-19,2024-06-30,2024-07-26,11,26.0,Joined,Jun-2024
25,0,3,2,2,25.69,74,75,12,1,0,2024-06-19,2024-07-19,,30,,Dropped at Offer,Jul-2024
32,0,1,7,4,1.66,83,60,85,3,1,2024-05-10,2024-06-08,2024-06-26,29,18.0,Joined,Jun-2024
47,1,3,4,5,18.78,35,41,34,1,0,2024-06-22,2024-07-13,,21,,Dropped at Interview,Jul-2024
24,1,1,2,4,30.45,53,12,46,2,0,2024-06-08,2024-06-19,,11,,Dropped at Interview,Jun-2024
32,0,1,9,1,42.58,53,11,85,1,0,2024-02-12,2024-03-09,,26,,Dropped at Interview,Mar-2024
36,1,3,10,1,44.54,16,84,27,3,1,2024-03-21,2024-04-17,2024-04-25,27,8.0,Joined,Apr-2024
51,0,2,15,2,24.71,74,73,20,1,0,2024-01-03,2024-02-04,,32,,Dropped at Offer,Feb-2024
48,1,3,0,3,36.69,29,19,17,1,0,2024-03-14,2024-04-07,,24,,Dropped at Screening,Apr-2024
22,1,3,14,2,16.51,98,49,30,2,1,2024-04-26,2024-05-14,2024-06-01,18,18.0,Joined,May-2024
53,1,3,2,3,17.77,21,35,59,2,0,2024-03-03,2024-03-14,,11,,Dropped at Screening,Mar-2024
46,1,2,11,4,10.53,42,91,36,1,1,2024-04-20,2024-05-19,2024-06-06,29,18.0,Joined,May-2024
32,1,1,8,1,28.54,26,87,20,1,1,2024-02-09,2024-03-07,2024-04-06,27,30.0,Joined,Mar-2024
52,1,3,4,3,16.41,36,68,13,1,0,2024-01-18,2024-02-14,,27,,Dropped at Interview,Feb-2024
25,1,3,11,4,5.13,45,36,88,2,1,2024-03-07,2024-03-26,2024-04-05,19,10.0,Joined,Mar-2024
43,0,2,9,1,34.57,34,11,90,2,0,2024-04-12,2024-04-30,,18,,Dropped at Interview,Apr-2024
38,0,3,14,3,35.68,3,98,59,1,0,2024-05-17,2024-06-13,,27,,Dropped at Screening,Jun-2024
35,0,1,1,2,18.64,79,39,22,2,1,2024-06-28,2024-07-09,2024-07-19,11,10.0,Joined,Jul-2024
47,1,2,6,2,4.76,79,53,94,3,0,2024-02-15,2024-03-21,,35,,Dropped at Offer,Mar-2024
52,1,1,14,2,21.89,84,1,28,2,0,2024-02-24,2024-03-18,,23,,Dropped at Offer,Mar-2024
32,1,1,1,4,22.67,25,49,46,2,1,2024-06-22,2024-07-04,2024-07-28,12,24.0,Joined,Jul-2024
44,1,2,3,2,33.76,99,40,29,2,1,2024-03-15,2024-03-25,2024-04-16,10,22.0,Joined,Mar-2024
46,1,3,11,5,16.46,18,44,89,3,0,2024-04-06,2024-05-07,,31,,Dropped at Screening,May-2024
26,1,1,6,1,34.45,80,8,83,3,1,2024-01-26,2024-03-06,2024-03-26,40,20.0,Joined,Mar-2024
24,1,1,3,4,43.7,44,61,37,3,1,2024-06-03,2024-07-02,2024-07-25,29,23.0,Joined,Jul-2024
50,0,1,6,2,12.64,25,85,82,1,1,2024-06-14,2024-07-17,2024-08-09,33,23.0,Joined,Jul-2024
42,1,1,15,1,48.97,21,46,26,1,1,2024-01-22,2024-02-24,2024-03-04,33,9.0,Joined,Feb-2024
29,0,2,6,3,19.93,57,4,88,3,0,2024-01-26,2024-02-20,,25,,Dropped at Offer,Feb-2024
51,0,2,15,2,14.1,62,75,86,1,0,2024-06-11,2024-07-02,,21,,Dropped at Offer,Jul-2024
49,1,1,0,1,21.65,27,0,92,1,1,2024-03-13,2024-04-12,2024-04-24,30,12.0,Joined,Apr-2024
50,1,3,5,5,5.63,64,43,14,1,0,2024-04-24,2024-05-28,,34,,Dropped at Offer,May-2024
37,0,1,8,3,7.16,43,21,58,3,1,2024-02-20,2024-03-16,2024-04-14,25,29.0,Joined,Mar-2024
21,0,3,1,5,21.31,99,37,2,2,1,2024-04-22,2024-05-05,2024-05-24,13,19.0,Joined,May-2024
33,1,1,13,1,38.36,42,18,9,3,0,2024-05-25,2024-06-25,,31,,Dropped at Interview,Jun-2024
32,1,3,2,5,45.12,36,79,78,3,0,2024-06-19,2024-07-18,,29,,Dropped at Interview,Jul-2024
48,0,1,9,1,33.58,65,30,79,1,0,2024-01-12,2024-02-15,,34,,Dropped at Offer,Feb-2024
31,1,3,4,1,6.16,16,66,16,1,0,2024-01-03,2024-01-27,,24,,Dropped at Screening,Jan-2024
21,1,1,8,5,33.93,39,86,82,2,1,2024-04-29,2024-05-23,2024-06-07,24,15.0,Joined,May-2024
51,1,1,3,1,32.14,37,41,10,2,1,2024-05-14,2024-05-27,2024-06-23,13,27.0,Joined,May-2024
32,0,3,0,2,40.48,84,81,47,2,0,2024-05-13,2024-06-01,,19,,Dropped at Offer,Jun-2024
46,0,2,3,1,41.44,60,25,4,2,1,2024-03-22,2024-04-05,2024-04-20,14,15.0,Joined,Apr-2024
36,0,3,5,4,43.54,8,12,68,3,0,2024-02-14,2024-03-11,,26,,Dropped at Screening,Mar-2024
50,1,2,4,1,21.29,76,57,63,2,0,2024-05-06,2024-05-30,,24,,Dropped at Offer,May-2024
53,1,1,13,4,35.2,74,17,13,3,0,2024-03-26,2024-05-02,,37,,Dropped at Offer,May-2024
43,0,3,12,1,14.14,60,66,49,1,1,2024-04-24,2024-05-24,2024-06-07,30,14.0,Joined,May-2024
54,0,3,0,1,49.97,79,86,25,2,1,2024-06-15,2024-07-09,2024-08-01,24,23.0,Joined,Jul-2024
25,0,3,3,5,9.59,15,2,71,1,0,2024-06-27,2024-07-22,,25,,Dropped at Screening,Jul-2024
38,1,2,5,2,1.5,1,54,68,1,0,2024-01-09,2024-02-04,,26,,Dropped at Screening,Feb-2024
49,0,2,12,2,8.29,71,88,6,3,0,2024-05-30,2024-07-11,,42,,Dropped at Offer,Jul-2024
26,0,1,14,3,39.02,42,90,15,2,0,2024-01-12,2024-02-02,,21,,Dropped at Interview,Feb-2024
29,1,2,9,5,22.89,41,57,54,3,1,2024-04-25,2024-05-23,2024-06-14,28,22.0,Joined,May-2024
51,1,2,9,5,22.93,76,62,77,1,1,2024-03-28,2024-05-01,2024-05-23,34,22.0,Joined,May-2024
53,1,1,13,2,47.8,56,90,100,2,0,2024-03-02,2024-03-20,,18,,Dropped at Offer,Mar-2024
47,0,3,3,5,46.06,80,51,55,1,0,2024-04-13,2024-05-09,,26,,Dropped at Offer,May-2024
34,1,3,14,2,16.25,87,88,3,1,1,2024-03-13,2024-04-07,2024-05-02,25,25.0,Joined,Apr-2024
49,1,1,13,5,11.24,66,23,99,2,0,2024-03-17,2024-04-04,,18,,Dropped at Offer,Apr-2024
48,0,3,8,1,42.58,29,71,47,2,1,2024-02-09,2024-02-28,2024-03-29,19,30.0,Joined,Feb-2024
41,1,2,4,2,45.39,12,8,16,2,1,2024-05-14,2024-05-31,2024-06-22,17,22.0,Joined,May-2024
23,0,1,7,2,27.54,18,36,35,3,0,2024-01-17,2024-02-27,,41,,Dropped at Screening,Feb-2024
39,0,1,8,4,31.84,6,93,69,3,1,2024-04-28,2024-06-08,2024-06-28,41,20.0,Joined,Jun-2024
51,1,1,9,5,13.59,8,82,79,1,1,2024-05-05,2024-06-07,2024-07-03,33,26.0,Joined,Jun-2024
23,1,3,4,5,40.24,82,52,92,2,1,2024-06-26,2024-07-17,2024-08-06,21,20.0,Joined,Jul-2024
46,1,1,5,2,31.97,53,79,99,1,1,2024-01-24,2024-02-16,2024-03-07,23,20.0,Joined,Feb-2024
36,1,1,0,1,25.67,85,23,37,1,0,2024-01-02,2024-02-04,,33,,Dropped at Offer,Feb-2024
31,1,1,10,1,3.95,81,20,100,1,1,2024-04-01,2024-05-03,2024-05-23,32,20.0,Joined,May-2024
41,1,3,15,1,45.88,60,99,61,1,1,2024-06-09,2024-07-07,2024-07-25,28,18.0,Joined,Jul-2024
36,0,2,11,5,31.16,86,39,47,1,1,2024-05-28,2024-06-17,2024-06-29,20,12.0,Joined,Jun-2024
29,0,1,14,4,10.44,1,61,9,2,0,2024-04-26,2024-05-15,,19,,Dropped at Screening,May-2024
20,1,2,6,2,30.71,49,69,35,3,0,2024-02-22,2024-03-19,,26,,Dropped at Interview,Mar-2024
41,0,3,3,3,34.2,74,68,28,2,0,2024-02-15,2024-03-06,,20,,Dropped at Offer,Mar-2024
45,1,3,10,4,26.76,30,13,77,2,1,2024-02-14,2024-03-06,2024-04-01,21,26.0,Joined,Mar-2024
37,0,3,1,3,36.19,32,41,3,2,0,2024-01-09,2024-02-02,,24,,Dropped at Interview,Feb-2024
33,0,3,4,4,29.49,77,49,43,3,0,2024-01-06,2024-02-16,,41,,Dropped at Offer,Feb-2024
48,0,2,11,1,47.44,79,60,55,3,0,2024-02-20,2024-03-31,,40,,Dropped at Offer,Mar-2024
31,1,1,2,5,3.63,10,3,41,3,1,2024-04-28,2024-06-11,2024-06-30,44,19.0,Joined,Jun-2024
54,0,3,5,3,6.21,32,71,99,2,0,2024-02-04,2024-02-19,,15,,Dropped at Interview,Feb-2024
31,1,3,7,4,9.51,6,87,12,3,0,2024-03-22,2024-05-01,,40,,Dropped at Screening,May-2024
26,0,2,6,5,34.82,30,74,45,1,0,2024-05-26,2024-06-15,,20,,Dropped at Interview,Jun-2024
48,0,2,15,3,32.63,47,16,81,3,1,2024-01-25,2024-02-20,2024-03-13,26,22.0,Joined,Feb-2024
30,0,3,2,2,44.71,46,84,32,2,1,2024-05-18,2024-06-09,2024-06-24,22,15.0,Joined,Jun-2024
52,0,1,7,4,36.91,77,56,20,2,0,2024-01-17,2024-02-01,,15,,Dropped at Offer,Feb-2024
25,0,1,1,2,25.91,91,89,79,1,0,2024-02-05,2024-02-28,,23,,Dropped at Offer,Feb-2024
34,1,3,9,1,49.6,52,47,78,3,0,2024-04-05,2024-05-04,,29,,Dropped at Interview,May-2024
51,1,2,8,2,14.04,79,43,56,3,1,2024-01-21,2024-02-17,2024-02-25,27,8.0,Joined,Feb-2024
30,0,3,3,2,41.83,18,44,68,1,1,2024-01-18,2024-02-20,2024-03-19,33,28.0,Joined,Feb-2024
42,0,3,0,4,21.91,80,90,69,2,0,2024-05-25,2024-06-17,,23,,Dropped at Offer,Jun-2024
45,0,2,7,1,32.79,89,79,66,2,1,2024-01-01,2024-01-17,2024-01-26,16,9.0,Joined,Jan-2024
53,0,3,6,2,36.64,5,89,47,3,0,2024-05-21,2024-07-03,,43,,Dropped at Screening,Jul-2024
53,1,3,10,5,32.05,48,32,75,3,1,2024-05-15,2024-06-26,2024-07-12,42,16.0,Joined,Jun-2024
48,0,3,12,3,7.88,72,30,99,3,0,2024-02-20,2024-03-24,,33,,Dropped at Offer,Mar-2024
23,1,2,15,2,22.7,49,46,32,3,1,2024-03-19,2024-04-20,2024-05-16,32,26.0,Joined,Apr-2024
36,0,1,4,1,28.51,80,5,35,3,0,2024-06-10,2024-07-23,,43,,Dropped at Offer,Jul-2024
54,1,1,9,2,42.6,94,71,32,2,1,2024-02-05,2024-02-18,2024-02-26,13,8.0,Joined,Feb-2024
32,0,2,12,3,22.74,11,70,30,2,0,2024-03-02,2024-03-26,,24,,Dropped at Screening,Mar-2024
34,0,1,4,1,46.02,22,33,20,2,0,2024-05-08,2024-05-28,,20,,Dropped at Screening,May-2024
48,1,3,6,4,22.58,53,52,26,2,0,2024-03-25,2024-04-07,,13,,Dropped at Interview,Apr-2024
48,0,1,4,1,27.89,68,13,90,1,0,2024-02-11,2024-03-04,,22,,Dropped at Offer,Mar-2024
30,0,3,7,4,40.02,99,15,71,2,1,2024-01-01,2024-01-11,2024-02-10,10,30.0,Joined,Jan-2024
51,0,1,10,1,29.57,58,42,100,1,0,2024-02-23,2024-03-16,,22,,Dropped at Offer,Mar-2024
21,1,2,12,3,48.05,35,72,61,2,1,2024-06-23,2024-07-16,2024-08-01,23,16.0,Joined,Jul-2024
33,0,1,5,3,33.36,2,73,95,3,1,2024-04-09,2024-05-11,2024-05-25,32,14.0,Joined,May-2024
39,0,1,12,1,26.61,57,80,25,3,0,2024-02-08,2024-03-16,,37,,Dropped at Offer,Mar-2024
41,1,1,4,2,2.16,87,11,65,3,0,2024-06-06,2024-07-16,,40,,Dropped at Offer,Jul-2024
30,1,2,8,3,21.27,54,69,11,1,0,2024-01-07,2024-02-01,,25,,Dropped at Interview,Feb-2024
46,1,1,10,4,15.66,56,18,21,2,0,2024-05-29,2024-06-18,,20,,Dropped at Offer,Jun-2024
22,0,2,15,4,37.66,16,40,16,2,1,2024-04-30,2024-05-21,2024-06-13,21,23.0,Joined,May-2024
36,0,3,1,5,11.21,38,52,6,1,1,2024-06-26,2024-07-30,2024-08-27,34,28.0,Joined,Jul-2024
47,0,1,0,4,11.06,89,28,67,1,1,2024-02-14,2024-03-19,2024-03-26,34,7.0,Joined,Mar-2024
48,1,2,7,5,10.29,67,69,36,1,1,2024-03-14,2024-04-16,2024-04-28,33,12.0,Joined,Apr-2024
40,0,2,11,1,7.16,54,58,37,1,0,2024-04-29,2024-05-26,,27,,Dropped at Interview,May-2024
35,0,1,2,1,16.24,44,88,95,1,1,2024-03-12,2024-04-02,2024-04-15,21,13.0,Joined,Apr-2024
39,1,3,13,1,44.41,75,63,10,3,0,2024-05-17,2024-06-29,,43,,Dropped at Offer,Jun-2024
25,1,2,10,2,38.97,0,23,0,2,0,2024-05-21,2024-06-09,,19,,Dropped at Screening,Jun-2024
38,1,1,11,2,37.03,20,88,24,1,1,2024-02-15,2024-03-12,2024-04-02,26,21.0,Joined,Mar-2024
24,1,3,11,5,40.07,82,15,41,3,1,2024-05-02,2024-06-02,2024-06-26,31,24.0,Joined,Jun-2024
22,1,2,11,4,14.2,20,51,51,1,1,2024-04-27,2024-05-31,2024-06-15,34,15.0,Joined,May-2024
20,0,2,6,4,44.48,51,79,23,3,1,2024-03-15,2024-04-16,2024-04-30,32,14.0,Joined,Apr-2024
34,1,3,9,1,7.73,81,5,52,1,1,2024-01-06,2024-02-07,2024-02-23,32,16.0,Joined,Feb-2024
53,0,3,12,3,17.48,42,36,55,2,1,2024-01-21,2024-02-14,2024-02-24,24,10.0,Joined,Feb-2024
54,0,1,10,2,29.75,51,84,62,1,0,2024-05-26,2024-06-21,,26,,Dropped at Interview,Jun-2024
44,1,1,7,2,6.04,66,3,80,1,0,2024-04-12,2024-05-08,,26,,Dropped at Offer,May-2024
43,1,2,14,1,36.78,43,97,7,2,0,2024-03-28,2024-04-15,,18,,Dropped at Interview,Apr-2024
31,1,3,15,2,19.98,31,91,58,2,1,2024-04-08,2024-04-23,2024-05-19,15,26.0,Joined,Apr-2024
37,0,3,12,1,39.44,9,37,44,1,0,2024-03-02,2024-03-25,,23,,Dropped at Screening,Mar-2024
34,1,3,12,5,25.15,63,40,26,2,0,2024-04-16,2024-05-10,,24,,Dropped at Offer,May-2024
35,1,2,5,4,9.86,78,91,51,2,0,2024-03-23,2024-04-13,,21,,Dropped at Offer,Apr-2024
46,1,3,11,3,37.0,68,80,17,3,0,2024-05-31,2024-07-09,,39,,Dropped at Offer,Jul-2024
27,1,3,9,4,13.36,67,13,90,2,0,2024-02-25,2024-03-08,,12,,Dropped at Offer,Mar-2024
44,1,2,13,4,25.05,27,70,85,2,0,2024-06-10,2024-06-24,,14,,Dropped at Screening,Jun-2024
36,0,1,8,5,4.7,52,85,15,1,1,2024-01-22,2024-02-12,2024-02-26,21,14.0,Joined,Feb-2024
48,0,1,6,2,31.28,50,50,65,1,1,2024-03-08,2024-03-29,2024-04-05,21,7.0,Joined,Mar-2024
27,0,2,14,3,33.63,52,64,4,3,1,2024-01-10,2024-02-23,2024-03-08,44,14.0,Joined,Feb-2024
34,1,3,9,2,19.56,3,92,81,1,0,2024-03-06,2024-03-28,,22,,Dropped at Screening,Mar-2024
46,1,2,4,4,47.77,78,51,2,2,1,2024-01-08,2024-01-25,2024-02-23,17,29.0,Joined,Jan-2024
26,1,1,7,1,43.83,16,94,90,2,1,2024-05-02,2024-05-22,2024-06-09,20,18.0,Joined,May-2024
22,0,1,14,4,35.69,66,29,80,2,0,2024-02-07,2024-02-29,,22,,Dropped at Offer,Feb-2024
48,1,2,1,2,35.97,73,56,79,1,1,2024-05-02,2024-05-23,2024-06-21,21,29.0,Joined,May-2024
43,1,2,6,4,13.37,46,78,69,2,0,2024-03-02,2024-03-17,,15,,Dropped at Interview,Mar-2024
22,1,1,14,1,33.18,55,81,6,2,1,2024-06-04,2024-06-19,2024-07-10,15,21.0,Joined,Jun-2024
39,0,2,3,5,10.71,22,98,49,3,0,2024-05-17,2024-06-22,,36,,Dropped at Screening,Jun-2024
34,1,1,8,2,8.06,17,29,13,3,0,2024-02-14,2024-03-19,,34,,Dropped at Screening,Mar-2024
44,0,2,11,4,49.97,0,97,37,3,1,2024-03-05,2024-03-31,2024-04-19,26,19.0,Joined,Mar-2024
49,1,2,0,2,31.5,34,41,78,1,0,2024-03-07,2024-03-27,,20,,Dropped at Interview,Mar-2024
33,0,2,6,5,22.12,63,10,46,2,1,2024-05-16,2024-06-05,2024-06-27,20,22.0,Joined,Jun-2024
26,0,1,5,4,15.12,57,26,32,2,0,2024-05-12,2024-05-28,,16,,Dropped at Offer,May-2024
36,0,2,7,4,30.59,94,23,42,2,1,2024-04-15,2024-05-04,2024-06-02,19,29.0,Joined,May-2024
39,1,1,4,2,3.43,58,98,90,3,1,2024-05-17,2024-06-14,2024-07-08,28,24.0,Joined,Jun-2024
28,1,1,14,2,5.64,0,38,28,2,0,2024-05-19,2024-06-05,,17,,Dropped at Screening,Jun-2024
41,0,2,0,1,2.61,2,71,56,2,1,2024-03-22,2024-04-01,2024-04-08,10,7.0,Joined,Apr-2024
21,0,2,0,5,25.46,66,17,100,2,1,2024-02-27,2024-03-17,2024-04-09,19,23.0,Joined,Mar-2024
43,1,1,8,1,30.43,36,76,4,2,1,2024-05-28,2024-06-13,2024-07-05,16,22.0,Joined,Jun-2024
27,1,1,14,4,4.06,82,44,92,2,0,2024-05-28,2024-06-10,,13,,Dropped at Offer,Jun-2024
30,0,3,9,2,36.34,28,87,95,1,0,2024-05-10,2024-05-31,,21,,Dropped at Screening,May-2024
32,1,1,5,4,12.29,88,86,59,2,1,2024-03-09,2024-03-27,2024-04-25,18,29.0,Joined,Mar-2024
36,1,3,9,4,34.57,32,11,69,1,1,2024-03-29,2024-04-26,2024-05-07,28,11.0,Joined,Apr-2024
27,1,3,4,3,49.11,99,48,1,2,0,2024-03-04,2024-03-18,,14,,Dropped at Offer,Mar-2024
40,1,3,14,3,34.86,60,93,69,1,0,2024-06-25,2024-07-24,,29,,Dropped at Offer,Jul-2024
37,0,2,0,4,44.28,92,30,42,2,1,2024-03-12,2024-03-26,2024-04-21,14,26.0,Joined,Mar-2024
49,1,2,5,2,47.46,89,91,3,2,0,2024-01-17,2024-01-28,,11,,Dropped at Offer,Jan-2024
37,1,1,5,4,24.85,3,21,55,2,0,2024-03-13,2024-03-26,,13,,Dropped at Screening,Mar-2024
50,0,3,2,3,35.41,13,43,92,2,1,2024-06-08,2024-07-01,2024-07-28,23,27.0,Joined,Jul-2024
51,0,2,12,2,42.75,90,91,58,3,0,2024-03-10,2024-04-10,,31,,Dropped at Offer,Apr-2024
30,1,2,15,4,18.47,32,63,88,2,0,2024-04-22,2024-05-08,,16,,Dropped at Interview,May-2024
44,1,2,7,5,13.81,21,76,8,1,0,2024-01-21,2024-02-14,,24,,Dropped at Screening,Feb-2024
52,1,2,13,5,47.38,47,24,2,3,1,2024-05-14,2024-06-27,2024-07-13,44,16.0,Joined,Jun-2024
27,1,2,14,4,36.59,2,50,89,3,0,2024-01-07,2024-02-15,,39,,Dropped at Screening,Feb-2024
30,0,3,0,2,11.76,86,6,47,2,1,2024-04-20,2024-05-02,2024-05-14,12,12.0,Joined,May-2024
41,0,3,0,4,23.01,84,5,42,1,0,2024-01-27,2024-02-28,,32,,Dropped at Offer,Feb-2024
43,0,3,5,4,40.03,22,23,90,1,0,2024-01-08,2024-01-28,,20,,Dropped at Screening,Jan-2024
36,1,3,9,3,27.81,67,18,99,3,1,2024-01-28,2024-03-05,2024-03-23,37,18.0,Joined,Mar-2024
31,1,1,12,5,32.85,20,82,95,1,1,2024-02-16,2024-03-08,2024-03-24,21,16.0,Joined,Mar-2024
51,1,3,0,3,37.93,100,99,0,2,1,2024-03-26,2024-04-05,2024-05-03,10,28.0,Joined,Apr-2024
